BodyPart,SystemID
Right iliolumbar vein,venous
Right inferior epigastric artery,arterial
Right inferior epigastric vein,venous
Right inferior gluteal vein,venous
Right internal iliac vein,venous
Right internal iliac vein,venous
Right internal iliac vein,venous
Right internal pudendal vein,venous
Right lateral sacral vein,venous
Right obturator vein,venous
Right superficial epigastric artery,arterial
Right superior epigastric vein,venous
Right superior gluteal vein,venous
Right testicular artery,arterial
Right testicular vein,venous
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Right inferior phrenic artery,arterial
Lumbar vein,venous
Lumbar artery,arterial
Lumbar vein,venous
Lumbar artery,arterial
Right superficial dorsal vein of penis,venous
Sigmoid artery,arterial
Sigmoid vein,venous
Splenic artery,arterial
Splenic vein,venous
Trunk of superior mesenteric artery,arterial
Superior vena cava,venous
Pancreaticoduodenal vein,venous
Superior mesenteric vein,venous
Superior phrenic vein,venous
Superior phrenic vein,venous
Superior phrenic vein,venous
Superior phrenic vein,venous
Superior phrenic vein,venous
Superior phrenic vein,venous
Superior phrenic vein,venous
Pancreaticoduodenal vein,venous
Superior rectal artery,arterial
Superior rectal vein,venous
Ascending lumbar vein,venous
Inferior vena cava,venous
